_id,産業階層,産業分類並び順,産業,地域階層,地域コード,地域,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
558,2,8,建設業,2,13121,足立区,19206,21356,3184,6600,-2150,7925,5297,10075,2536
559,2,9,製造業,2,13121,足立区,19297,28308,3305,7744,-9011,7382,4759,16393,5359
560,1,10,第３次産業,2,13121,足立区,155806,210600,18905,65485,-54794,64727,42278,119521,17279
561,2,11,電気・ガス・熱供給・水道業,2,13121,足立区,435,905,21,71,-470,328,193,798,102
562,2,12,情報通信業,2,13121,足立区,5494,20052,3803,592,-14558,779,511,15337,945
563,2,13,運輸業，郵便業,2,13121,足立区,18645,19192,1265,6975,-547,9403,6752,9950,2975
564,2,14,卸売業，小売業,2,13121,足立区,33485,43847,3380,14934,-10362,13855,9270,24217,4016
565,2,15,金融業，保険業,2,13121,足立区,3523,7763,285,860,-4240,2134,1495,6374,581
566,2,16,不動産業，物品賃貸業,2,13121,足立区,6916,9179,2091,2235,-2263,2213,1447,4476,591
567,2,17,学術研究，専門・技術サービス業,2,13121,足立区,6048,11705,2519,1340,-5657,1947,1319,7604,875
568,2,18,宿泊業，飲食サービス業,2,13121,足立区,11270,16654,1032,6258,-5384,3324,2162,8708,844
569,2,19,生活関連サービス業，娯楽業,2,13121,足立区,7262,9527,1412,3018,-2265,2432,1697,4697,936
570,2,20,教育，学習支援業,2,13121,足立区,9464,9436,611,3189,28,5477,3000,5449,1045
571,2,21,医療，福祉,2,13121,足立区,30360,29390,815,16541,970,12328,7538,11358,2085
572,2,22,複合サービス事業,2,13121,足立区,1142,1216,8,534,-74,573,345,647,52
573,2,23,サービス業（他に分類されないもの）,2,13121,足立区,16178,24903,1618,7309,-8725,6085,3939,14810,1622
574,2,24,公務（他に分類されるものを除く）,2,13121,足立区,5584,6831,45,1629,-1247,3849,2610,5096,610
575,1,25,分類不能の産業,2,13121,足立区,11703,13011,1588,2195,-1308,951,600,2259,330
576,0,1,総数,2,13122,葛飾区,127405,196619,19746,49294,-69214,48302,26400,117516,17560
577,1,2,第１次産業,2,13122,葛飾区,367,407,177,108,-40,73,36,113,54
578,2,3,農業，林業,2,13122,葛飾区,366,399,176,108,-33,73,36,106,53
579,3,4,うち農業,2,13122,葛飾区,362,387,173,108,-25,72,35,97,52
580,2,5,漁業,2,13122,葛飾区,1,8,1,-,-7,-,-,7,1
581,1,6,第２次産業,2,13122,葛飾区,24029,35552,4749,8869,-11523,8947,5064,20470,4706
582,2,7,鉱業，採石業，砂利採取業,2,13122,葛飾区,6,17,1,-,-11,3,2,14,1
583,2,8,建設業,2,13122,葛飾区,9424,13126,1884,2985,-3702,3736,2211,7438,1549
584,2,9,製造業,2,13122,葛飾区,14599,22409,2864,5884,-7810,5208,2851,13018,3156
585,1,10,第３次産業,2,13122,葛飾区,96351,152834,13798,39172,-56483,38770,21031,95253,12605
586,2,11,電気・ガス・熱供給・水道業,2,13122,葛飾区,477,740,19,70,-263,381,218,644,99
587,2,12,情報通信業,2,13122,葛飾区,4093,16327,3002,405,-12234,452,274,12686,949
588,2,13,運輸業，郵便業,2,13122,葛飾区,8397,12221,722,2979,-3824,4135,2592,7959,1754
589,2,14,卸売業，小売業,2,13122,葛飾区,19485,31115,2501,8699,-11630,7260,4041,18890,2593
590,2,15,金融業，保険業,2,13122,葛飾区,2396,5936,235,532,-3540,1523,983,5063,494
591,2,16,不動産業，物品賃貸業,2,13122,葛飾区,4380,6706,1480,1336,-2326,1255,740,3581,415
592,2,17,学術研究，専門・技術サービス業,2,13122,葛飾区,4302,8692,1901,897,-4390,1341,784,5731,586
593,2,18,宿泊業，飲食サービス業,2,13122,葛飾区,7292,12193,766,4004,-4901,2025,852,6926,637
594,2,19,生活関連サービス業，娯楽業,2,13122,葛飾区,4724,6740,921,1929,-2016,1624,838,3640,752
595,2,20,教育，学習支援業,2,13122,葛飾区,7056,7639,470,2349,-583,4111,2045,4694,1015
596,2,21,医療，福祉,2,13122,葛飾区,20497,20653,657,10430,-156,8940,4387,9096,1567
597,2,22,複合サービス事業,2,13122,葛飾区,441,723,6,186,-282,234,116,516,33
598,2,23,サービス業（他に分類されないもの）,2,13122,葛飾区,8501,17178,1058,3760,-8677,2883,1515,11560,1165
599,2,24,公務（他に分類されるものを除く）,2,13122,葛飾区,4310,5971,60,1596,-1661,2606,1646,4267,546
600,1,25,分類不能の産業,2,13122,葛飾区,6658,7826,1022,1145,-1168,512,269,1680,195
601,0,1,総数,2,13123,江戸川区,191467,304611,28466,84683,-113144,62222,37036,175366,25962
602,1,2,第１次産業,2,13123,江戸川区,586,686,286,194,-100,97,60,197,90
603,2,3,農業，林業,2,13123,江戸川区,576,659,282,191,-83,95,60,178,83
604,3,4,うち農業,2,13123,江戸川区,570,651,280,189,-81,93,60,174,82
605,2,5,漁業,2,13123,江戸川区,10,27,4,3,-17,2,-,19,7
606,1,6,第２次産業,2,13123,江戸川区,34389,51810,6276,14458,-17421,11545,7197,28966,5940
607,2,7,鉱業，採石業，砂利採取業,2,13123,江戸川区,6,37,2,3,-31,1,-,32,1
608,2,8,建設業,2,13123,江戸川区,17828,23123,3145,7213,-5295,6108,3981,11403,2642
609,2,9,製造業,2,13123,江戸川区,16555,28650,3129,7242,-12095,5436,3216,17531,3297
610,1,10,第３次産業,2,13123,江戸川区,144506,238080,20333,67864,-93574,49838,29335,143412,19562
611,2,11,電気・ガス・熱供給・水道業,2,13123,江戸川区,308,964,31,72,-656,196,117,852,111
612,2,12,情報通信業,2,13123,江戸川区,8627,25798,4642,1097,-17171,2541,1520,19712,1325
613,2,13,運輸業，郵便業,2,13123,江戸川区,15846,23079,1083,7590,-7233,6201,3867,13434,3140
614,2,14,卸売業，小売業,2,13123,江戸川区,29642,49748,3342,15635,-20106,9354,5739,29460,4042
615,2,15,金融業，保険業,2,13123,江戸川区,3089,10495,396,888,-7406,1641,1058,9047,730
616,2,16,不動産業，物品賃貸業,2,13123,江戸川区,7491,10826,2335,2751,-3335,2036,1325,5371,688
617,2,17,学術研究，専門・技術サービス業,2,13123,江戸川区,6870,13589,2889,1647,-6719,2109,1313,8828,778
618,2,18,宿泊業，飲食サービス業,2,13123,江戸川区,10794,18917,1006,6814,-8123,2280,1341,10403,1280
619,2,19,生活関連サービス業，娯楽業,2,13123,江戸川区,7149,10989,1334,3432,-3840,1966,1202,5806,1499
620,2,20,教育，学習支援業,2,13123,江戸川区,9573,10483,648,3704,-910,5032,2419,5942,1246
621,2,21,医療，福祉,2,13123,江戸川区,24685,27541,842,14462,-2856,8807,4731,11663,2044
622,2,22,複合サービス事業,2,13123,江戸川区,862,1036,8,459,-174,366,198,540,52
623,2,23,サービス業（他に分類されないもの）,2,13123,江戸川区,14484,27845,1714,7273,-13361,4379,2700,17740,1935
624,2,24,公務（他に分類されるものを除く）,2,13123,江戸川区,5086,6770,63,2040,-1684,2930,1805,4614,692
625,1,25,分類不能の産業,2,13123,江戸川区,11986,14035,1571,2167,-2049,742,444,2791,370
626,0,1,総数,1,13200,市部,1426689,1793861,165607,905742,-367172,286589,197736,653761,157602
627,1,2,第１次産業,1,13200,市部,12964,13400,7704,…,…,…,…,…,…
628,2,3,農業，林業,1,13200,市部,12929,13333,7693,…,…,…,…,…,…
629,3,4,うち農業,1,13200,市部,12745,13076,7662,…,…,…,…,…,…
630,2,5,漁業,1,13200,市部,35,67,11,…,…,…,…,…,…
631,1,6,第２次産業,1,13200,市部,229624,295080,28408,…,…,…,…,…,…
632,2,7,鉱業，採石業，砂利採取業,1,13200,市部,161,490,25,…,…,…,…,…,…
633,2,8,建設業,1,13200,市部,85301,107090,16105,…,…,…,…,…,…
634,2,9,製造業,1,13200,市部,144162,187500,12278,…,…,…,…,…,…
635,1,10,第３次産業,1,13200,市部,1128341,1425124,120735,…,…,…,…,…,…
636,2,11,電気・ガス・熱供給・水道業,1,13200,市部,4218,6291,157,…,…,…,…,…,…
637,2,12,情報通信業,1,13200,市部,75294,135261,26142,…,…,…,…,…,…
638,2,13,運輸業，郵便業,1,13200,市部,63269,80951,2642,…,…,…,…,…,…
639,2,14,卸売業，小売業,1,13200,市部,210855,262016,15931,…,…,…,…,…,…
640,2,15,金融業，保険業,1,13200,市部,33762,56946,2463,…,…,…,…,…,…
641,2,16,不動産業，物品賃貸業,1,13200,市部,43339,58367,12646,…,…,…,…,…,…
642,2,17,学術研究，専門・技術サービス業,1,13200,市部,70917,102787,26189,…,…,…,…,…,…
643,2,18,宿泊業，飲食サービス業,1,13200,市部,87392,96851,4188,…,…,…,…,…,…
644,2,19,生活関連サービス業，娯楽業,1,13200,市部,53873,63408,6961,…,…,…,…,…,…
645,2,20,教育，学習支援業,1,13200,市部,102361,112939,7877,…,…,…,…,…,…
646,2,21,医療，福祉,1,13200,市部,223236,234866,5964,…,…,…,…,…,…
647,2,22,複合サービス事業,1,13200,市部,7455,8113,60,…,…,…,…,…,…
648,2,23,サービス業（他に分類されないもの）,1,13200,市部,106593,145126,8948,…,…,…,…,…,…
649,2,24,公務（他に分類されるものを除く）,1,13200,市部,45777,61202,567,…,…,…,…,…,…
650,1,25,分類不能の産業,1,13200,市部,55760,60257,8760,…,…,…,…,…,…
651,0,1,総数,2,13201,八王子市,211664,239245,20494,104741,-27581,78023,27026,105604,19084
652,1,2,第１次産業,2,13201,八王子市,1597,1567,803,557,30,228,57,198,47
653,2,3,農業，林業,2,13201,八王子市,1588,1555,798,554,33,227,56,194,47
654,3,4,うち農業,2,13201,八王子市,1534,1510,793,530,24,204,46,180,44
655,2,5,漁業,2,13201,八王子市,9,12,5,3,-3,1,1,4,-
656,1,6,第２次産業,2,13201,八王子市,39092,43882,4110,18025,-4790,15604,5560,20394,5695
657,2,7,鉱業，採石業，砂利採取業,2,13201,八王子市,35,43,-,25,-8,9,3,17,-
658,2,8,建設業,2,13201,八王子市,13224,15055,2372,5641,-1831,4403,1768,6234,1316
659,2,9,製造業,2,13201,八王子市,25833,28784,1738,12359,-2951,11192,3789,14143,4379
660,1,10,第３次産業,2,13201,八王子市,163153,186123,14411,84122,-22970,60603,20750,83573,13125
661,2,11,電気・ガス・熱供給・水道業,2,13201,八王子市,699,787,21,207,-88,463,143,551,70
662,2,12,情報通信業,2,13201,八王子市,6184,12839,2343,1240,-6655,2405,1054,9060,1053
663,2,13,運輸業，郵便業,2,13201,八王子市,11159,12487,395,5633,-1328,4801,1596,6129,1251
664,2,14,卸売業，小売業,2,13201,八王子市,33280,36396,2239,18031,-3116,12169,4590,15285,2665
665,2,15,金融業，保険業,2,13201,八王子市,3692,5677,244,1460,-1985,1876,621,3861,384
666,2,16,不動産業，物品賃貸業,2,13201,八王子市,5333,6922,1505,2209,-1589,1407,501,2996,427
667,2,17,学術研究，専門・技術サービス業,2,13201,八王子市,10142,11995,2901,3160,-1853,3889,1305,5742,1128
668,2,18,宿泊業，飲食サービス業,2,13201,八王子市,14505,14458,647,8816,47,4612,2069,4565,633
669,2,19,生活関連サービス業，娯楽業,2,13201,八王子市,7590,8612,896,4134,-1022,2302,869,3324,553
670,2,20,教育，学習支援業,2,13201,八王子市,17416,15304,980,7026,2112,9211,2869,7099,1348
671,2,21,医療，福祉,2,13201,八王子市,31399,33089,885,20698,-1690,9265,2632,10955,1730
672,2,22,複合サービス事業,2,13201,八王子市,1199,1269,10,790,-70,381,105,451,37
673,2,23,サービス業（他に分類されないもの）,2,13201,八王子市,15467,19730,1290,8349,-4263,5205,1736,9468,1210
674,2,24,公務（他に分類されるものを除く）,2,13201,八王子市,5088,6558,55,2369,-1470,2617,660,4087,636
675,1,25,分類不能の産業,2,13201,八王子市,7822,7673,1170,2037,149,1588,659,1439,217
676,0,1,総数,2,13202,立川市,98639,75750,6461,22616,22889,66688,11947,43799,3700
677,1,2,第１次産業,2,13202,立川市,720,684,463,128,36,128,8,92,6
678,2,3,農業，林業,2,13202,立川市,719,683,463,128,36,127,8,91,6
679,3,4,うち農業,2,13202,立川市,718,676,463,128,42,126,7,84,6
680,2,5,漁業,2,13202,立川市,1,1,-,-,-,1,-,1,-
681,1,6,第２次産業,2,13202,立川市,11451,12290,1165,2345,-839,7580,1714,8419,1054
682,2,7,鉱業，採石業，砂利採取業,2,13202,立川市,13,11,1,1,2,11,1,9,-
683,2,8,建設業,2,13202,立川市,5724,4402,656,1121,1322,3731,979,2409,307
684,2,9,製造業,2,13202,立川市,5714,7877,508,1223,-2163,3838,734,6001,747
685,1,10,第３次産業,2,13202,立川市,83306,60127,4518,19656,23179,58007,10076,34828,2604
686,2,11,電気・ガス・熱供給・水道業,2,13202,立川市,999,352,14,106,647,876,213,229,19
687,2,12,情報通信業,2,13202,立川市,5766,5015,933,627,751,4148,1265,3397,294
688,2,13,運輸業，郵便業,2,13202,立川市,4292,3371,118,864,921,3218,511,2297,232
689,2,14,卸売業，小売業,2,13202,立川市,16698,10773,594,3688,5925,12199,2357,6274,552
690,2,15,金融業，保険業,2,13202,立川市,4566,1977,97,487,2589,3953,760,1364,73
691,2,16,不動産業，物品賃貸業,2,13202,立川市,3598,2495,529,711,1103,2298,430,1195,77
692,2,17,学術研究，専門・技術サービス業,2,13202,立川市,4825,4055,928,760,770,3077,592,2307,246
693,2,18,宿泊業，飲食サービス業,2,13202,立川市,6311,4285,183,2144,2026,3878,407,1852,131
694,2,19,生活関連サービス業，娯楽業,2,13202,立川市,3983,2677,265,1001,1306,2634,403,1328,112
695,2,20,教育，学習支援業,2,13202,立川市,4567,4228,255,986,339,3285,487,2946,224
696,2,21,医療，福祉,2,13202,立川市,11590,9735,238,3907,1855,7331,679,5476,265
697,2,22,複合サービス事業,2,13202,立川市,286,293,5,62,-7,216,22,223,5
698,2,23,サービス業（他に分類されないもの）,2,13202,立川市,9909,6816,319,2817,3093,6599,1055,3506,229
699,2,24,公務（他に分類されるものを除く）,2,13202,立川市,5916,4055,40,1496,1861,4295,895,2434,145
700,1,25,分類不能の産業,2,13202,立川市,3162,2649,315,487,513,973,149,460,36
701,0,1,総数,2,13203,武蔵野市,69408,64433,8331,12529,4975,46486,7904,41511,2439
702,1,2,第１次産業,2,13203,武蔵野市,228,236,125,55,-8,46,10,54,7
703,2,3,農業，林業,2,13203,武蔵野市,227,234,125,55,-7,46,10,53,7
704,3,4,うち農業,2,13203,武蔵野市,226,229,124,55,-3,46,10,49,7
705,2,5,漁業,2,13203,武蔵野市,1,2,-,-,-1,-,-,1,-
706,1,6,第２次産業,2,13203,武蔵野市,6341,7385,797,797,-1044,4578,1042,5622,594
707,2,7,鉱業，採石業，砂利採取業,2,13203,武蔵野市,9,96,6,2,-87,-,-,87,1
708,2,8,建設業,2,13203,武蔵野市,2428,2240,273,319,188,1739,497,1551,167
709,2,9,製造業,2,13203,武蔵野市,3904,5049,518,476,-1145,2839,545,3984,426
710,1,10,第３次産業,2,13203,武蔵野市,60705,54862,7060,11407,5843,41180,6693,35337,1819
711,2,11,電気・ガス・熱供給・水道業,2,13203,武蔵野市,151,273,12,23,-122,114,21,236,13
712,2,12,情報通信業,2,13203,武蔵野市,5577,7577,1665,569,-2000,3278,863,5278,205
713,2,13,運輸業，郵便業,2,13203,武蔵野市,1829,1959,89,280,-130,1410,198,1540,124
714,2,14,卸売業，小売業,2,13203,武蔵野市,12213,8275,715,2158,3938,9167,1542,5229,280
715,2,15,金融業，保険業,2,13203,武蔵野市,2021,3752,201,196,-1731,1579,300,3310,113
716,2,16,不動産業，物品賃貸業,2,13203,武蔵野市,3691,3193,1044,606,498,1937,346,1439,72
717,2,17,学術研究，専門・技術サービス業,2,13203,武蔵野市,4434,5808,1735,532,-1374,2058,389,3432,167
718,2,18,宿泊業，飲食サービス業,2,13203,武蔵野市,6495,3091,195,1365,3404,4833,1018,1429,66
719,2,19,生活関連サービス業，娯楽業,2,13203,武蔵野市,3337,2040,308,652,1297,2316,289,1019,69
720,2,20,教育，学習支援業,2,13203,武蔵野市,5976,4682,416,1062,1294,4429,713,3135,245
721,2,21,医療，福祉,2,13203,武蔵野市,9009,7134,270,2447,1875,6158,436,4283,252
722,2,22,複合サービス事業,2,13203,武蔵野市,157,200,-,44,-43,110,4,153,4
723,2,23,サービス業（他に分類されないもの）,2,13203,武蔵野市,4155,4858,384,1091,-703,2551,410,3254,137
724,2,24,公務（他に分類されるものを除く）,2,13203,武蔵野市,1660,2020,26,382,-360,1240,164,1600,72
725,1,25,分類不能の産業,2,13203,武蔵野市,2134,1950,349,270,184,682,159,498,19
726,0,1,総数,2,13204,三鷹市,63348,82769,9544,17281,-19421,33264,5509,52685,2927
727,1,2,第１次産業,2,13204,三鷹市,643,629,425,124,14,85,11,71,13
728,2,3,農業，林業,2,13204,三鷹市,643,627,425,124,16,85,11,69,11
729,3,4,うち農業,2,13204,三鷹市,640,624,424,124,16,83,10,67,10
730,2,5,漁業,2,13204,三鷹市,-,2,-,-,-2,-,-,2,2
731,1,6,第２次産業,2,13204,三鷹市,7804,10705,1291,1717,-2901,4465,942,7366,765
732,2,7,鉱業，採石業，砂利採取業,2,13204,三鷹市,4,32,2,1,-28,-,-,28,-
733,2,8,建設業,2,13204,三鷹市,3383,3974,652,690,-591,1813,492,2404,211
734,2,9,製造業,2,13204,三鷹市,4417,6699,637,1026,-2282,2652,450,4934,554
735,1,10,第３次産業,2,13204,三鷹市,52397,68675,7416,15042,-16278,28288,4446,44566,2108
736,2,11,電気・ガス・熱供給・水道業,2,13204,三鷹市,82,269,8,8,-187,65,11,252,14
737,2,12,情報通信業,2,13204,三鷹市,5833,8804,1847,583,-2971,3281,1012,6252,238
738,2,13,運輸業，郵便業,2,13204,三鷹市,4124,3186,248,1008,938,2760,373,1822,146
739,2,14,卸売業，小売業,2,13204,三鷹市,7272,11350,841,2494,-4078,3645,592,7723,376
740,2,15,金融業，保険業,2,13204,三鷹市,1669,3846,162,293,-2177,1165,168,3342,118
741,2,16,不動産業，物品賃貸業,2,13204,三鷹市,2199,3145,884,441,-946,744,105,1690,76
742,2,17,学術研究，専門・技術サービス業,2,13204,三鷹市,4545,6209,1726,649,-1664,2071,389,3735,180
743,2,18,宿泊業，飲食サービス業,2,13204,三鷹市,3423,4374,198,1489,-951,1582,295,2533,108
744,2,19,生活関連サービス業，娯楽業,2,13204,三鷹市,1736,2752,315,598,-1016,717,122,1733,88
745,2,20,教育，学習支援業,2,13204,三鷹市,4320,5522,446,1161,-1202,2606,334,3808,266
746,2,21,医療，福祉,2,13204,三鷹市,10544,10345,275,4290,199,5765,455,5566,243
747,2,22,複合サービス事業,2,13204,三鷹市,217,251,3,54,-34,157,7,191,5
748,2,23,サービス業（他に分類されないもの）,2,13204,三鷹市,4900,6502,436,1573,-1602,2650,460,4252,175
749,2,24,公務（他に分類されるものを除く）,2,13204,三鷹市,1533,2120,27,401,-587,1080,123,1667,75
750,1,25,分類不能の産業,2,13204,三鷹市,2504,2760,412,398,-256,426,110,682,41
751,0,1,総数,2,13205,青梅市,46576,56528,4660,21413,-9952,18002,4560,27954,3450
752,1,2,第１次産業,2,13205,青梅市,559,633,299,169,-74,85,29,159,24
753,2,3,農業，林業,2,13205,青梅市,558,628,299,169,-70,84,29,154,24
754,3,4,うち農業,2,13205,青梅市,494,556,286,150,-62,52,18,114,21
755,2,5,漁業,2,13205,青梅市,1,5,-,-,-4,1,-,5,-
756,1,6,第２次産業,2,13205,青梅市,11630,14249,1081,4785,-2619,5271,1424,7890,1305
757,2,7,鉱業，採石業，砂利採取業,2,13205,青梅市,50,63,-,21,-13,26,6,39,-
758,2,8,建設業,2,13205,青梅市,3195,3637,647,1211,-442,1079,349,1521,258
759,2,9,製造業,2,13205,青梅市,8385,10549,434,3553,-2164,4166,1069,6330,1047
760,1,10,第３次産業,2,13205,青梅市,32454,39503,3005,16027,-7049,12469,3065,19518,2070
761,2,11,電気・ガス・熱供給・水道業,2,13205,青梅市,218,249,4,76,-31,133,19,164,12
762,2,12,情報通信業,2,13205,青梅市,736,1746,302,149,-1010,260,70,1270,127
763,2,13,運輸業，郵便業,2,13205,青梅市,2196,3229,88,859,-1033,1126,271,2159,426
764,2,14,卸売業，小売業,2,13205,青梅市,6232,7760,635,3343,-1528,2061,537,3589,381
765,2,15,金融業，保険業,2,13205,青梅市,662,846,32,228,-184,383,83,567,32
766,2,16,不動産業，物品賃貸業,2,13205,青梅市,695,1045,214,259,-350,197,28,547,40
767,2,17,学術研究，専門・技術サービス業,2,13205,青梅市,1319,1788,511,308,-469,459,99,928,109
768,2,18,宿泊業，飲食サービス業,2,13205,青梅市,2229,2910,256,1411,-681,481,116,1162,87
769,2,19,生活関連サービス業，娯楽業,2,13205,青梅市,1806,2228,261,995,-422,480,111,902,95
770,2,20,教育，学習支援業,2,13205,青梅市,1812,2248,147,732,-436,905,114,1341,146
771,2,21,医療，福祉,2,13205,青梅市,9901,9332,249,5319,569,4158,1363,3589,342
772,2,22,複合サービス事業,2,13205,青梅市,383,442,1,234,-59,143,11,202,6
773,2,23,サービス業（他に分類されないもの）,2,13205,青梅市,2731,4055,278,1433,-1324,867,163,2191,222
774,2,24,公務（他に分類されるものを除く）,2,13205,青梅市,1534,1625,27,681,-91,816,80,907,45
775,1,25,分類不能の産業,2,13205,青梅市,1933,2143,275,432,-210,177,42,387,51
776,0,1,総数,2,13206,府中市,107692,116895,10269,36612,-9203,56425,14661,65628,6758
777,1,2,第１次産業,2,13206,府中市,783,759,382,233,24,156,27,132,13
778,2,3,農業，林業,2,13206,府中市,777,753,379,233,24,154,27,130,13
779,3,4,うち農業,2,13206,府中市,777,750,379,233,27,154,27,127,11
780,2,5,漁業,2,13206,府中市,6,6,3,-,-,2,-,2,-
781,1,6,第２次産業,2,13206,府中市,20884,18673,1729,5976,2211,12599,4124,10388,1942
782,2,7,鉱業，採石業，砂利採取業,2,13206,府中市,6,19,3,-,-13,-,-,13,1
783,2,8,建設業,2,13206,府中市,6346,7133,985,1934,-787,3028,924,3815,531
784,2,9,製造業,2,13206,府中市,14532,11521,741,4042,3011,9571,3200,6560,1410
785,1,10,第３次産業,2,13206,府中市,82345,93549,7635,29702,-11204,43021,10366,54225,4729
786,2,11,電気・ガス・熱供給・水道業,2,13206,府中市,237,374,11,44,-137,176,54,313,39
787,2,12,情報通信業,2,13206,府中市,11627,10546,1836,1729,1081,7940,3302,6859,700
788,2,13,運輸業，郵便業,2,13206,府中市,4548,4882,157,1530,-334,2709,472,3043,332
789,2,14,卸売業，小売業,2,13206,府中市,12107,16481,967,5296,-4374,5452,1086,9826,906
790,2,15,金融業，保険業,2,13206,府中市,3011,4024,180,613,-1013,2152,573,3165,150
791,2,16,不動産業，物品賃貸業,2,13206,府中市,2594,3777,898,784,-1183,768,124,1951,152
792,2,17,学術研究，専門・技術サービス業,2,13206,府中市,5021,6296,1462,1002,-1275,2437,827,3712,432
793,2,18,宿泊業，飲食サービス業,2,13206,府中市,5034,6429,224,3043,-1395,1567,271,2962,205
794,2,19,生活関連サービス業，娯楽業,2,13206,府中市,3325,4262,452,1433,-937,1318,236,2255,213
795,2,20,教育，学習支援業,2,13206,府中市,5869,7298,459,2039,-1429,3261,564,4690,479
796,2,21,医療，福祉,2,13206,府中市,15091,14202,385,6643,889,7841,998,6952,476
797,2,22,複合サービス事業,2,13206,府中市,597,562,8,250,35,323,34,288,10
798,2,23,サービス業（他に分類されないもの）,2,13206,府中市,8629,9723,556,3200,-1094,4596,1171,5690,410
799,2,24,公務（他に分類されるものを除く）,2,13206,府中市,4655,4693,40,2096,-38,2481,654,2519,225
800,1,25,分類不能の産業,2,13206,府中市,3680,3914,523,701,-234,649,144,883,74
801,0,1,総数,2,13207,昭島市,45696,51700,3567,15678,-6004,24147,3525,30151,2287
802,1,2,第１次産業,2,13207,昭島市,284,309,136,84,-25,61,1,86,9
803,2,3,農業，林業,2,13207,昭島市,278,303,136,80,-25,60,-,85,9
804,3,4,うち農業,2,13207,昭島市,277,290,136,79,-13,60,-,73,8
805,2,5,漁業,2,13207,昭島市,6,6,-,4,-,1,1,1,-
806,1,6,第２次産業,2,13207,昭島市,12374,10575,759,3438,1799,7794,1248,5995,727
807,2,7,鉱業，採石業，砂利採取業,2,13207,昭島市,2,8,-,-,-6,1,-,7,-
808,2,8,建設業,2,13207,昭島市,2543,3263,439,798,-720,1061,266,1781,197
809,2,9,製造業,2,13207,昭島市,9829,7304,320,2640,2525,6732,982,4207,530
810,1,10,第３次産業,2,13207,昭島市,31221,38906,2404,11828,-7685,15980,2194,23665,1516
811,2,11,電気・ガス・熱供給・水道業,2,13207,昭島市,164,210,3,56,-46,102,13,148,8
812,2,12,情報通信業,2,13207,昭島市,1428,2400,383,180,-972,821,279,1793,167
813,2,13,運輸業，郵便業,2,13207,昭島市,3480,3003,72,1036,477,2269,258,1792,146
814,2,14,卸売業，小売業,2,13207,昭島市,6646,7793,386,2725,-1147,3311,490,4458,346
815,2,15,金融業，保険業,2,13207,昭島市,571,1152,41,112,-581,393,82,974,43
816,2,16,不動産業，物品賃貸業,2,13207,昭島市,980,1356,263,266,-376,396,70,772,46
817,2,17,学術研究，専門・技術サービス業,2,13207,昭島市,1505,2207,428,320,-702,721,155,1423,115
818,2,18,宿泊業，飲食サービス業,2,13207,昭島市,2422,2953,129,1274,-531,911,99,1442,77
819,2,19,生活関連サービス業，娯楽業,2,13207,昭島市,1470,1827,190,624,-357,595,59,952,64
820,2,20,教育，学習支援業,2,13207,昭島市,1895,2371,134,612,-476,1112,109,1588,106
821,2,21,医療，福祉,2,13207,昭島市,5990,6915,147,2768,-925,2940,226,3865,151
822,2,22,複合サービス事業,2,13207,昭島市,234,287,2,85,-53,145,8,198,3
823,2,23,サービス業（他に分類されないもの）,2,13207,昭島市,3124,4265,205,1236,-1141,1521,245,2662,151
824,2,24,公務（他に分類されるものを除く）,2,13207,昭島市,1312,2167,21,534,-855,743,101,1598,93
825,1,25,分類不能の産業,2,13207,昭島市,1817,1910,268,328,-93,312,82,405,35
826,0,1,総数,2,13208,調布市,75141,101989,10765,23020,-26848,37657,8096,64505,4739
827,1,2,第１次産業,2,13208,調布市,559,594,331,129,-35,88,19,123,9
828,2,3,農業，林業,2,13208,調布市,559,590,331,129,-31,88,19,119,8
829,3,4,うち農業,2,13208,調布市,558,583,331,129,-25,88,19,113,8
830,2,5,漁業,2,13208,調布市,-,4,-,-,-4,-,-,4,1
831,1,6,第２次産業,2,13208,調布市,8826,13232,1313,2078,-4406,4983,1373,9389,1201
832,2,7,鉱業，採石業，砂利採取業,2,13208,調布市,11,50,2,-,-39,8,1,47,1
833,2,8,建設業,2,13208,調布市,4274,5524,687,1027,-1250,2218,660,3468,375
834,2,9,製造業,2,13208,調布市,4541,7658,624,1051,-3117,2757,712,5874,825
835,1,10,第３次産業,2,13208,調布市,62714,84904,8635,20324,-22190,32032,6566,54222,3477
836,2,11,電気・ガス・熱供給・水道業,2,13208,調布市,134,417,11,25,-283,93,12,376,18
837,2,12,情報通信業,2,13208,調布市,5416,11533,2376,613,-6117,2297,827,8414,451
838,2,13,運輸業，郵便業,2,13208,調布市,2843,3659,123,907,-816,1694,354,2510,257
839,2,14,卸売業，小売業,2,13208,調布市,10652,14362,986,4064,-3710,5283,1136,8993,650
840,2,15,金融業，保険業,2,13208,調布市,3243,4612,238,641,-1369,2311,547,3680,143
841,2,16,不動産業，物品賃貸業,2,13208,調布市,2815,3907,879,721,-1092,1081,194,2173,152
842,2,17,学術研究，専門・技術サービス業,2,13208,調布市,4347,7082,1908,690,-2735,1633,384,4368,279
843,2,18,宿泊業，飲食サービス業,2,13208,調布市,4601,5470,266,2194,-869,1985,429,2854,139
